,Recipe_Name,Ingredients,Dish_Name
2228,The Very Best Deviled Eggs,"egg,mayonnaise,mustard,onion,pepper,salt,pepper,paprika,parsley",deviled_eggs
2229,Deviled Eggs_11,"egg,mayonnaise,dijon",deviled_eggs
2230,Deviled Eggs_12,"egg,mayonnaise,dijon",deviled_eggs
2231,Smoky Deviled Eggs,"egg,mayonnaise,mustard,black",deviled_eggs
2232,Classic Deviled Eggs_6,"egg,mayonnaise,mustard,salt,pepper,pickle,vinegar,paprika",deviled_eggs
2233,Classic Deviled Eggs_7,"egg,mayonnaise,dijon",deviled_eggs
2234,Driver's Deviled Eggs,"egg,hellmann'",deviled_eggs
2235,Nana's Perfect Deviled Eggs,"egg,sandwich",deviled_eggs
2236,The Perfect Deviled Eggs,"egg,mayonnaise,salt,black",deviled_eggs
2237,Basic Deviled Eggs,"egg,mayonnaise,pickle,mustard,salt,pepper,paprika",deviled_eggs
2238,Da Bomb Deviled Eggs,"egg,mayonnaise,vinegar,sugar,honey,salt,pepper,paprika",deviled_eggs
2239,Deviled Eggs_13,"egg,mayonnaise,dijon",deviled_eggs
2240,Deviled Eggs_14,"egg,mayonnaise,mustard,salt,pepper,pickle,vinegar,pickle,paprika",deviled_eggs
2241,Fiery Sriracha Deviled Eggs,"egg,sriracha,dijon",deviled_eggs
2242,Spicy Deviled Eggs,"egg,dijon",deviled_eggs
2243,Bacon Chive Deviled Eggs,"egg,mayonnaise,dijon",deviled_eggs
2244,Classic Deviled Eggs_8,"egg,mayonnaise,cream,vinegar,salt",deviled_eggs
2245,Deviled Eggs_15,"egg,mayonnaise,onion,pickle,garlic,dijon",deviled_eggs
2246,Football Deviled Eggs,"egg,mayonnaise,mustard,lemon,salt,pepper,onion",deviled_eggs
2247,Crab Deviled Eggs,"egg,crab,celery,onion,mayonnaise,lemon,old",deviled_eggs
2248,Hot Deviled Eggs,"egg,dijon",deviled_eggs
2249,Classic Deviled Eggs_9,"egg,mustard,kraft",deviled_eggs
2250,Caper Lemon Deviled Eggs,"egg,dijon",deviled_eggs
2251,Simple Cheesecake,"crackers,butter,cheese,milk,egg,sugar,vanilla,flour",cheesecake
2252,Cheesecake,"ham,oil,cheese,sugar,corn",cheesecake
2253,Cheesecake_2,"cheese,egg,vanilla,ham,butter",cheesecake
2254,The Best Homemade Cheesecake,"ham,sugar,butter,cheese,egg,lemon,vanilla",cheesecake
2255,PHILADELPHIA Classic Cheesecake,"ham,sugar,butter,cheese,vanilla,egg",cheesecake
2256,Cookies and Cream Cheesecakes,oreo\u00ae,cheesecake
2257,Easiest Oreo Cheesecake,oreo\u00ae,cheesecake
2258,Carrot Cake Cheesecake,"cheese,sugar,flour,egg,vanilla,baking,baking,salt,cinnamon,nut,oil,apple,brown",carrot_cake
2259,Kahlua Cheesecake,"cheese,chocolate,butter,egg,cake,chocolate,chocolate,sugar,butter,chocolate,kahlua,cheese,egg,salt,corn",cheesecake
2260,Butterfinger Cheesecake,"cake,chocolate,butter,cheese,sugar,whipping,vanilla,egg,butter,butter,butter",cheesecake
2261,Foolproof Cheesecake,"ham,sugar,butter,cheese,egg,lemon,vanilla,salt,cherry,crust,cake",cheesecake
2262,Banana Cream Cheesecake,"crust,vanilla",cheesecake
2263,Kahlua Coffee Brownie Cheesecake,"butter,sugar,vanilla,egg,flour,cocoa,baking,salt,cheese,coffee,kahlua,egg,chocolate,whipping,sugar",cheesecake
2264,Tall and Creamy New York Cheesecake,"cheese,egg,butter,sugar,corn",cheesecake
2265,Individual Cheesecakes,"cheese,splenda,vanilla,lemon,regular,egg",cheesecake
2266,Philadelphia Classic Cheesecake,"ham,sugar,butter,cheese,vanilla,egg",cheesecake
2267,The Best Cheesecake EVER,"ham,sugar,butter,cheese,vanilla,egg",cheesecake
2268,Chocolate Cheesecake,"sugar,egg,chips,cheese,vanilla",cheesecake
2269,Fluffy Cheesecake,"cheese,sugar,cool",cheesecake
2270,Smores Cheesecake,"crust,ham,butter,sugar,cake,cheese,flour,cocoa,egg,vanilla,marshmallow,fudge,marshmallow",cheesecake
2271,Pistachio Cheesecake,"crackers,butter,cheese,egg,pudding,condensed",cheesecake
2272,Mini Blueberry Cheesecakes,"blueberries,cheese,fat,sugar,egg,corn",cheesecake
2273,Samoa Cheesecake,oreo\u00ae,cheesecake
2274,Ultimate Vanilla Cheesecake,"crust,vanilla",cheesecake
2275,Classic Cheesecake,"ham,butter,cheese,sugar,egg,vanilla",cheesecake
2276,Cheesecake_3,"vanilla,lemon,sugar,cheese,flour,egg,ham,butter",cheesecake
2277,Best Cheesecake with Blueberry Topping,"butter,butter,ham,sugar,cinnamon,salt,cheese,egg,lemon,vanilla,water,blueberries,lemon,corn",cheesecake
2278,Carrot Cake Cheesecake_2,"cake,cheese,sugar,lemon,egg,cake,flour,soda,baking,cinnamon,nut,clove,salt,carrot,vanilla,oil,maple",carrot_cake
2279,Mini Cheesecakes,"ham,sugar,butter,cheese,flour,lemon,egg,vanilla",cheesecake
2280,Strawberry Shortcake Cheesecake_2,"cake,cake,egg,oil,milk,berry,strawberries,cake,cheese,sugar,vanilla,corn",strawberry_shortcake
2281,Strawberry Cheesecake,"butter,ham,cheese,sugar,vanilla,egg,strawberries",cheesecake
2282,Easy Mini Cheesecake,"ham,brown",cheesecake
2283,Gingerbread Cheesecake,"crust,gin,butter,cake,cheese,sugar,egg,vanilla,bread,flour,baking,gin,nut,salt,sugar,molasses,butter,cool",cheesecake
2284,Sopapilla Cheesecake,crescent,cheesecake
2285,Red Velvet Cheesecake,"mint,vinegar,vanilla,sugar,red",cheesecake
2286,Best Cheesecake EVER!,"butter,nilla",cheesecake
2287,Carrot Cake Cheesecake_3,"cheese,sugar,flour,egg,vanilla,baking,baking,salt,cinnamon,nut,oil,apple,brown",carrot_cake
2288,No-Bake Black Bottom Vanilla Bean Cheesecake,"ham,butter,chocolate,cheese,sugar,beans,vanilla",cheesecake
2289,Keto Cheesecake,"cheese,artificial",cheesecake
2290,Easy Cheesecake,"cheese,egg,sugar,vanilla,crackers,butter",cheesecake
2291,Lemony Sour Cream Cheesecake,"ham,sugar,lemon,butter,cheese,daisy,flour,vanilla,salt,egg,lemon",cheesecake
2292,The Best Creamy Cheesecake,"crust,crackers,butter,cheese,egg,sugar,lemon,vanilla",cheesecake
2293,Classic Cheesecake_2,"cheese,egg,vanilla,cake,cheese,sugar,corn",cheesecake
2294,Perfect Cheesecake,"ham,sugar,salt,butter,cheese,sugar,vanilla,egg,whipping,sugar,raspberries,water",cheesecake
2295,New York Cheesecake,"egg,cheese,butter,sugar,corn",cheesecake
2296,Rainbow Cheesecake,"cheese,sugar,vanilla,whipping,egg,orange",cheesecake
2297,OREO Cheesecake,oreo\u00ae,cheesecake
2298,The World's Best Cheesecake,"crackers,butter,nut,cheese,sugar,egg,lemon,vanilla",cheesecake
2299,Brownie Cheesecake,"chocolate,brownie,cake,cheese,sugar,egg,vanilla,almond,berry",cheesecake
2300,No-Bake Lemon Cheesecake with Citrus Topping (Gluten Free Paleo + Vegan),"coconut,almond,butter,coconut,maple",cheesecake
2301,Spaghetti Bolognese,"spaghetti,beef,pancetta,tomato,tomato,red",spaghetti_bolognese
2302,Spaghetti Bolognese_2,"oil,pancetta,onion,celery,carrot,rosemary,chili,beef,tomato,plum,red",spaghetti_bolognese
2303,Slow Cooker Spaghetti Bolognese,"oil,cloves,onion,beef,red",spaghetti_bolognese
2304,Spaghetti Bolognese_3,"spaghetti,oil,beef,bacon,onion,cloves,carrot,mushroom,tomato,tomato,red",spaghetti_bolognese
2305,Spaghetti Bolognese_4,"carrot,onion,celery,garlic,gin,salt,beef,tomato,red",spaghetti_bolognese
2306,Spaghetti Bolognese_5,"gin,onion,carrot,celery,pancetta,beef,salt,white",spaghetti_bolognese
2307,Spaghetti Bolognese_6,"bread,milk,oil,onion,carrot,cloves,tomato,red",spaghetti_bolognese
2308,Slow Cooker Spaghetti Bolognese_2,"oil,beef,pork,salt,pepper,pancetta,onion,carrot,celery,cloves,tomato,red",spaghetti_bolognese
2309,Spaghetti Bolognese_7,"gin,onion,carrot,bacon,pork,beef,cloves,vermouth,white",spaghetti_bolognese
2310,Easy Spaghetti Bolognese,"bacon,onion,salt,cloves,beef,tomato,milk,cheese,pepper,spaghetti",spaghetti_bolognese
2311,Spaghetti Bolognese_8,"pancetta,onion,cloves,beef,salt,tomato,cheese,milk,black",spaghetti_bolognese
2312,Spaghetti Bolognese_9,"garlic,onion,tomato,beef,salt,black",spaghetti_bolognese
2313,Spaghetti Bolognese_10,"beef,onion,mushroom,tomato,soup,worcestershire,garlic,lemon,garlic,chili,cajun,basil,vanilla,black",spaghetti_bolognese
2314,Tuscan Spaghetti Bolognese,"oil,onion,carrot,celery,garlic,salt,chuck,tomato,red",spaghetti_bolognese
2315,Spaghetti Bolognese_11,"oil,carrot,onion,celery,beef,cilantro,pasta,spaghetti,pepper,jalapeno",spaghetti_bolognese
2316,Weight Watchers Spaghetti Bolognese,"beef,onion,garlic,carrot,mushroom,tomato,tomato,basil,oregano,fat,salt,pepper,spaghetti,basil",spaghetti_bolognese
2317,Quick & Easy Spaghetti Bolognese,"oil,onion,beef,tomato,garlic,oregano,parsley,salt,pepper,spaghetti,cheese",spaghetti_bolognese
2318,Mom's Spaghetti Bolognese,"spaghetti,oil,bacon,onion,celery,carrot,oregano,garlic,beef,balsamic",spaghetti_bolognese
2320,Slow Cooker Spaghetti Bolognese_3,"oil,beef,onion,cloves,wine,tomato,tomato,beef,worcestershire,oregano,thyme,bay,pepper,salt,black",spaghetti_bolognese
2322,Spaghetti Bolognese_12,"marjoram,pepper,brown",spaghetti_bolognese
2324,Simply Delicious Spaghetti Bolognese,"spaghetti,butter,oil,onion,beef,carrot,tomato,tomato,beef,sherry,salt,pepper,cheese",spaghetti_bolognese
2325,Pumpkin Spaghetti Bolognese,"spaghetti,oil,onion,garlic,carrot,celery,oregano,beef,tomato,pumpkin,salt,pepper,pasta",spaghetti_bolognese
2326,Crock Pot Spaghetti Bolognese,"celery,carrot,onion,garlic,basil,tomato,tomato,beef,sage,pancetta,red",spaghetti_bolognese
2327,One Pot Spaghetti Bolognese,"oil,onion,carrot,celery,garlic,mushroom,zucchini,chilli,beef,worcestershire,tomato,tomato,red",spaghetti_bolognese
2329,So-Easy Spaghetti Bolognese,"spaghetti,beef,onion,garlic,stew,tomato,zest,cheese",spaghetti_bolognese
2330,Spaghetti Bolognese_13,"herbs,pancetta,meat,tomato,red",spaghetti_bolognese
2332,Spaghetti Bolognese with Mushrooms,"oil,onion,green",spaghetti_bolognese
2333,Spaghetti Bolognese_14,"oil,bacon,onion,carrot,celery,garlic,salt,black",spaghetti_bolognese
2335,Busy Mom's Spaghetti Bolognese,"beef,tomato,water,carrot,beef,garlic,oregano,basil,thyme,spaghetti",spaghetti_bolognese
2336,Lentil Spaghetti Bolognese,"beef,onion,cloves,water,lentils,black",spaghetti_bolognese
2337,Nigel Slater's Really Good Spaghetti Bolognese,"butter,pancetta,onion,garlic,carrot,celery,mushroom,bay,beef,tomato,red",spaghetti_bolognese
2338,Baby's First Spaghetti Bolognese,"oil,garlic,onion,carrot,mushroom,sirloin,tomato,broth,worcestershire,brown",spaghetti_bolognese
2339,Pressure Cooker Spaghetti Bolognese,"carrot,celery,onion,garlic,mushroom,oil,bay",spaghetti_bolognese
2340,Nigel Slater's Really Good Spaghetti Bolognese_2,"butter,pancetta,onion,garlic,carrot,celery,mushroom,bay,beef,tomato,red",spaghetti_bolognese
2342,A Hearty Spaghetti Bolognese,"oil,onion,carrot,celery,cloves,thyme,oregano,beef,salt,black",spaghetti_bolognese
2343,Homemade Meaty Spaghetti Bolognese,"beef,garlic,onion,mushroom,italian,sage,black",spaghetti_bolognese
2344,Quick & Easy Spaghetti Bolognese_2,"oil,onion,beef,tomato,garlic,oregano,parsley,salt,pepper,spaghetti,cheese",spaghetti_bolognese
2346,Chinese Spaghetti Bolognese,"spaghetti,salt,oil,beef,onion,garlic,wine,chicken,oyster,soy,dark",spaghetti_bolognese
2347,One Pot Spaghetti Bolognese_2,"oil,onion,carrot,celery,salt,beef,tomato,plum,beef,pepper,spaghetti,parsley,basil,cheese",spaghetti_bolognese
2348,Slow Cooker Spaghetti Bolognese_4,"turkey,tomato,carrot,onion,celery,pepper,garlic,tomato,red",spaghetti_bolognese
2349,Spaghetti Bolognese with Chorizo,"chorizo,spaghetti,spinach,tomato,onion,cloves,beef,flour,basil,oregano,cheddar",spaghetti_bolognese
2351,Steakhouse Filets Mignons,filet,steak
2353,Perfect Filet Mignon,"filet,oil,salt,pepper",filet_mignon
2354,Perfect Filet Mignon for Two,"steak,oil,salt,black",filet_mignon
2356,How to Cook the Perfect Filet Mignon,"steak,gin,salt,pepper",filet_mignon
2357,Garlic Butter Filet Mignon,filet,filet_mignon
2358,Perfect Grilled Filet Mignon,filet,filet_mignon
2359,Cabernet Filet Mignon Steak,filet,steak
2360,How to Make the Perfect Filet Mignon,"potato,butter,salt,pepper,tenderloin,oil,haricots",filet_mignon
2361,Garlic Filet Mignon,"filet,oil,garlic,gin,salt,pepper",filet_mignon
2362,Filet Mignon with Rich Balsamic Glaze,"steak,black",filet_mignon
2363,Restaurant Style Filet Mignon,filet,filet_mignon
2364,Filet Mignon with Red Wine Sauce,"spray,filet",filet_mignon
2365,Filet Mignon with Mushrooms,"beef,butter,vegetables,steak,oil,mushroom,beef,red",filet_mignon
2366,Steakhouse Filet Mignon,"oil,butter,steak,salt,pepper,shallot,red",steak
2367,Caprese Grilled Filet Mignon,"filet,salt,pepper,oil,tomato,mozzarella,basil,balsamic",filet_mignon
2368,Filet Mignon with Red Wine Sauce_2,"steak,salt,oil,butter,red",filet_mignon
2369,Filet Mignon with Herb Butter,"butter,tarragon,salt,black",filet_mignon
2370,Bacon-wrapped Filet Mignon,"bacon,filet,oil,salt,pepper",filet_mignon
2371,Ina Garten\u2019s Filet Mignon With Mustard And Mushrooms,filet,filet_mignon
2372,Filet Mignon With Dijon Sauce,filet,filet_mignon
2374,Filet Mignon with Bordelaise Sauce,red,filet_mignon
2375,Grilled Peppercorn Crusted Filet Mignon,filet,filet_mignon
2376,Steakhouse Filet Mignon_2,filet,steak
2377,Filet Mignons With Pepper Cream Sauce,black,filet_mignon
2378,Filet Mignon with Bernaise Sauce,"egg,butter,lemon,salt,pepper,tarragon,red",filet_mignon
2379,Pan Seared Filet Mignon,filet,filet_mignon
2380,Grilled Filet Mignon With Mint And Parsley,"parsley,mint,vinegar,salt,black",filet_mignon
2381,Grilled Peppercorn-crusted Filet Mignon,black,filet_mignon
2382,Filet Mignon with Mustard & Mushrooms,filet,filet_mignon
2383,Caprese Grilled Filet Mignon_2,"filet,salt,pepper,oil,tomato,mozzarella,basil,balsamic",filet_mignon
2384,Filet Mignon with Roasted Potato Wedges,"baking,oil,salt,paprika,mignons,pepper,butter",filet_mignon
2385,How to Cook Filet Mignon Like the Restaurants Do,filet,filet_mignon
2386,Hickory Plank Grilled Filet Mignon,filet,filet_mignon
2387,Reverse-Seared Grilled Filet Mignon for Two,"steak,oil,salt,pepper",filet_mignon
2388,Filet Mignon with Gorgonzola Cream Sauce,"butter,filet,salt,black",filet_mignon
2390,Grilled Smoky Sweet Filet Mignon,brown,filet_mignon
2391,15 Minute Filet Mignon with Chimichurri,filet,filet_mignon
2392,Pepper-Crusted Filet Mignons with Blue Cheese-Chive Butter,black,filet_mignon
2393,Filet Mignon with Porcini Compound Butter,"steak,garlic,thyme,salt,black",filet_mignon
2394,Filet Mignon with Marsala Caramelized Onions,"oil,onion,salt,wine,filet,filet",filet_mignon
2395,Garlic Rosemary Filet Mignon,"butter,rosemary,garlic,salt,black",filet_mignon
2396,Classic Bacon-Wrapped Filet Mignon,filet,filet_mignon
2397,Filet Mignon Steak with LOTS of Garlic,"steak,cloves,oil,salt,pepper",steak
2399,Turkey Club Sandwich,"bread,mayonnaise,turkey,bacon,tomato,lettuce",club_sandwich
2400,Killer Club Sandwich,"bread,mayonnaise,basil,pesto,bacon,ham,turkey,avocado,cheese,lettuce",club_sandwich
2401,Spring Street Club Sandwich,"bread,bacon,turkey,ham,cheddar,lettuce,mayonnaise,tomato",club_sandwich
2402,Club Sandwiches,"bread,turkey,ham,cheese,bacon,tomato,lettuce,mayonnaise,mustard",club_sandwich
2403,Buffalo Club Sandwiches,"bacon,cr\u00e8me",club_sandwich
2404,Turkey Club Sandwiches with Herb Mayonnaise,"fat,basil,parsley,thyme,salt,pepper,bread,turkey,tomato,bacon,lettuce",club_sandwich
2405,California Ranch Club Sandwich,sandwich,club_sandwich
2406,Killer Club Sandwich_2,"bread,mayonnaise,basil,pesto,bacon,ham,turkey,avocado,cheese,lettuce",club_sandwich
2407,VIP Club Sandwich,"bread,bacon,chicken,tomato,mayonnaise,lettuce,cheese,gin",club_sandwich
2408,California Club Sandwich,"bacon,mayonnaise,basil,lemon,bread,turkey,avocado,lettuce,tomato",club_sandwich
2409,Triple Decker California Club Sandwich,"bread,mayonnaise,bacon,lettuce,tomato,turkey,avocado",club_sandwich
2410,Club Sandwich with Creamy Chipotle Spread,"bacon,ham,turkey,bread,lettuce,tomato,mayonnaise,fat,adobo",club_sandwich
2411,Classic Club Sandwich,pullman,club_sandwich
2412,The BLT Club Sandwich,"bacon,bread,tomato,turkey,cheese,lettuce,onion,mayonnaise,butter",club_sandwich
2413,Lorraine's Club Sandwich,"bacon,bread,mayonnaise,lettuce,turkey,tomato",club_sandwich
2414,Classic Club Sandwich_2,"bread,mayonnaise,lettuce,tomato,salt,black",club_sandwich
2416,Grilled Chicken and Club Sandwich,"chicken,salt,pepper,mayonnaise,pesto,lettuce,tomato,bacon,cheese,buns,coriander,dill,pepper,black",club_sandwich
2417,Grilled Chicken Club Sandwich with Avocado and Chipotle Caramelized Onions,"chicken,salt,pepper,mayonnaise,lettuce,tomato,bacon,avocado,onion,sandwich-",club_sandwich
2418,The Ultimate Club Sandwich,"bread,bacon,chicken,tomato,lettuce,mayonnaise",club_sandwich
2419,Chicken Club Sandwich,"chicken,cheese,tomato,bread,salt",club_sandwich
2420,Turkey Club Sandwich_2,"bread,iceberg",club_sandwich
2421,Thanksgiving Leftovers Club Sandwich,"cheddar,mayonnaise,bread,bread,oil,roast",club_sandwich
2422,Buffalo Chicken Club Sandwich,"chicken,paprika,salt,pepper,oil,butter,buns,bacon,cheese,onion,tomato,lettuce,mayonnaise",club_sandwich
2424,Chicken Caesar Club Sandwiches,"chicken,oil,salt,black",club_sandwich
2425,Roasted Tomato and Turkey Club Sandwich,"plum,oil,balsamic",club_sandwich
2426,Club Sandwich,"bread,ham,chicken,tomato,spinach,egg,avocado,mayonnaise",club_sandwich
2427,Chicken Club Sandwich_2,"bread,chicken,tomato,cheese,egg,lettuce,butter,mustard,mayonnaise",club_sandwich
2428,Bel-Air Club Sandwich,"mayonnaise,chervil,chives,parsley,tarragon,shallot,salt,black",club_sandwich
2429,California Club Sandwich_2,"bread,roast",club_sandwich
2430,The Ultimate Club Sandwich_2,"bread,grain,brie,turkey,bacon,tomato,spinach,avocado,butter",club_sandwich
2431,Hummus Club Sandwich,"apple,tomato,onion,carrot,bread,hummus,avocado,spinach",hummus
2432,Chipotle Chicken Club Sandwich,"chipotle,lime,mayonnaise,salt,pepper,chicken,lettuce,tomato,chipotle,sandwiches,bread,cheese,avocado,onion",club_sandwich
2433,Tequila Lime Grilled Chicken Club Sandwich with Guacamole and Roasted Jalapeno Mayo,"tequila,lime,oil,lime,jalapeno",guacamole
2434,Chicken Salad Club Sandwiches,"chicken,lemon,fat,pepper,salt,bread,dill,lettuce,tomato",club_sandwich
2435,Club Sandwich_2,"mayonnaise,dijon",club_sandwich
2436,Turkey Club Sandwich_3,"bread,mayonnaise,honey,avocado,roast",club_sandwich
2437,Bacon Jam Chicken Club Sandwich with Avocado and Chipotle Mayo,"chicken,salt,pepper,buns,chipotle,lettuce,tomato,bacon,jam,avocado",club_sandwich
2438,Indian Club Sandwich,"bread,potato,cucumber,tomato,beets,cheese,chutney,chaat",club_sandwich
2439,Chef Rudolph's Club Sandwich,"mayonnaise,ketchup,parsley,whiskey,salt,pepper,bread,cucumber,rocket,tomato,chicken",club_sandwich
2440,Gina\u2019s Club Sandwich,"ham,turkey,rolls,bacon,cheese,lettuce,tomato,butter,oregano,garlic,mayonnaise",club_sandwich
2441,Gluten Free Club Sandwich,"bread,mayonnaise,turkey,bacon,ham,spring,cheese",club_sandwich
2442,Marinated Chicken Club Sandwich,"oil,red",club_sandwich
2443,California Club Sandwiches,"avocado,lemon,salt,cayenne",club_sandwich
2444,Chic Club Sandwich with Smoked Salmon and Avocado,"bread,oil,chevre,salmon,avocado,sprouts",club_sandwich
2445,Avocado Club Sandwich,"bread,lettuce,tomato,ham,chicken,pickle,pickle,mayonnaise,mustard,salt,pepper",club_sandwich
2446,Chipotle Chicken Club Sandwich_2,"chipotle,lime,mayonnaise,salt,pepper,chicken,lettuce,tomato,chipotle,sandwiches,bread,pepper,avocado,onion",club_sandwich
2447,Ultimate Club Sandwich,"bread,bread,cheddar,bacon,ham,chicken,tomato,lettuce,mayonnaise,butter",club_sandwich
2448,Bacon-and-Egg Club Sandwiches,"bacon,egg,mayonnaise,salt,pepper,bread,lettuce,tomato",club_sandwich
2449,Classic Pad Thai,"garlic,thai",pad_thai
2450,Quick Shrimp Pad Thai,"noodles,fish,brown",pad_thai
2451,Pad Thai,"noodles,oil,egg,shrimp,tofu,radish,beans,tamari,tamari,fish,syrup,chives,thai",pad_thai
2452,Pad Thai_2,"noodles,water,oil,cilantro,pepper,shrimp,shallot,egg,sugar,oyster,fish,lime,beans,scallions,nut,lime",pad_thai
2453,Pad Thai_3,"noodles,nut,lime,fish,lime,brown",pad_thai
2454,Pad Thai_4,"lime,sugar,fish,chili,tamari,brown",pad_thai
2455,Shrimp Pad Thai,"noodles,brown",pad_thai
2456,Pad Thai_5,"noodles,fish,lime,sugar,oil,shrimp,cloves,pepper,egg,beans,nut,onion,cilantro,mint",pad_thai
2457,Shrimp Pad Thai Cups,wonton,pad_thai
2458,Chicken Pad Thai,"oil,chicken,salt,pepper,tofu,egg,oil,noodles,chili,soy,fish,beans,jalapeno",pad_thai
2459,Easy Pad Thai,"noodles,brown",pad_thai
2460,Pad Thai_6,"noodles,nut,fish,honey,rice,scallions,cloves,egg,mung",pad_thai
2461,Lean Tofu Pad Thai,brown,pad_thai
2462,Super Easy Pad Thai,"noodles,gin,egg,soy,fish,sambal",pad_thai
2463,Pad Thai_7,"water,rice,oil,soy,fish,brown",pad_thai
2464,Pad Thai Wraps,"butter,tamari,fish,squirt,stevia,oil,pepper,cloves,egg,shrimp,beans,scallions,noodles,thai",pad_thai
2465,Easy Pad Thai_2,"lime,nut,cilantro,brown",pad_thai
2466,Shrimp Pad Thai_2,"noodles,fish,rice,ketchup,worcestershire,lime,sugar,sriracha,oil,shrimp,egg,garlic,beans,scallions,cilantro,nut,lime",pad_thai
2467,Pad Thai_8,"noodles,oil,egg,shrimp,tofu,radish,beans,water,tamari,fish,syrup,chives,thai",pad_thai
2468,Pad Thai_9,"noodles,shrimp,oil,water,sugar,tamari,fish,pepper,tofu,shallot,garlic,turnip,chives,egg,mung",pad_thai
2469,Pad Thai_10,"noodles,ketchup,sugar,fish,pepper,oil,shrimp,chicken,egg,sprouts,onion,garlic,nut,cilantro",pad_thai
2470,Vegetable Pad Thai,"noodles,oil,shallot,scallions,cloves,egg,fish,oyster,sugar,sriracha,beans,nut,lime,chili,cilantro",pad_thai
2471,Chicken Pad Thai_2,"nut,chicken,jumbo",pad_thai
2472,Chicken Pad Thai_3,"noodles,chicken,oil,brown",pad_thai
2473,Shrimp Pad Thai_3,"noodles,tamari,fish,lime,palm",pad_thai
2474,Spiralized Veggie Pad Thai,"fish,brown",pad_thai
2475,Street Pad Thai,"noodles,oil,tamari,cabbage,carrot,beans,tofu,sugar,garlic,water,chili,nut,chili,onion",pad_thai
2476,Shrimp Pad Thai_4,"noodles,egg,oil,fish,soy,lime,butter,sugar,pepper,garlic,gin,shrimp,salt,broccoli,onion,beans,nut,cilantro,lime",pad_thai
2477,Quick Shrimp Pad Thai_2,"noodles,fish,brown",pad_thai
2478,Pad Thai_11,"noodles,soybean",pad_thai
2479,Everyday Pad Thai,"noodles,oil,tofu,salt,broccoli,garlic,scallions,cilantro,mung",pad_thai
2480,Pad Thai_12,"noodles,beans,chicken,egg,pepper,nut,vinegar,palm",pad_thai
2481,A Quest For Perfect Pad Thai,"noodles,oil,shallot,scallions,cloves,egg,sugar,fish,oyster,beans,nut,lime,chili,cilantro",pad_thai
2482,Chicken Pad Thai_4,"noodles,nut,eel,fish,lime,brown",pad_thai
2483,Chicken Pad Thai Wontons,"noodles,chicken,beans,scallions,cilantro,nut,garlic,gin,egg,bird",pad_thai
2484,20 Minute Pad Thai,"noodles,fish,lime,soy,brown",pad_thai
2485,Pad Thai_13,"noodles,butter,chicken,oil,egg,vinegar,fish,sugar,pepper,beans,nut,onion,lemon",pad_thai
2486,Shrimp Pad Thai_5,"noodles,shrimp,oil,garlic,gin,jalapeno",pad_thai
2487,Pad Thai_14,"noodles,fish,lime,sugar,oil,shrimp,garlic,pepper,egg,beans,nut,onion,cilantro,mint",pad_thai
2488,Pad Thai_15,"tamari,fish,palm",pad_thai
2489,Vegan Pad Thai,"oil,tofu,noodles,broccoli,zucchini,pepper,cloves,onion,brown",pad_thai
2490,Shrimp pad Thai,"shrimp,oil,lime,salt,tamari,fish,soy,sugar,noodles,water,beans,pickle,scallions,gin,garlic,cilantro,chili",pad_thai
2491,Spaghetti Squash Pad Thai,"spaghetti,oil,salt,black",pad_thai
2492,Pad Thai_16,"lime,fish,tamari,rice,pepper,sugar,noodles,oil,garlic,shallot,chicken,tofu,egg,beans,nut,cilantro,scallions",pad_thai
2493,Shrimp Pad Thai_6,"noodles,egg,oil,fish,soy,lime,butter,sugar,pepper,garlic,gin,shrimp,salt,broccoli,onion,beans,nut,cilantro,lime",pad_thai
2494,Pad Thai_17,"tamari,fish,chicken,cayenne",pad_thai
2495,Pad Thai_18,"tamari,fish,chicken,cayenne",pad_thai
2496,Vegetable Pad Thai_2,"noodles,tofu,scallions,cloves,onion,bok",pad_thai
2497,Shrimp Pad Thai_7,"noodles,tamari,soy,palm",pad_thai
2498,Takoyaki,"egg,cake,milk,water,dashi,cabbage,chives,onion,shrimp,squid",takoyaki
2499,Takoyaki Batter,"cake,dashi,egg",takoyaki
2500,Takoyaki Cream Puff,"butter,water,salt,cake,egg,yolk,corn",takoyaki
2501,Our Family's Osaka-Style Takoyaki with Creamy Insides,"dashi,egg,usukuchi",takoyaki
2503,Baked Lemon-Poppy Seed Donuts,"flour,baking,sugar,salt,poppy",donuts
2504,Pusheen Donuts,"flour,sugar,baking,salt,butter,vanilla,vanilla",donuts
2505,Perfect Crisp Takoyaki Batter,"egg,flour,corn",takoyaki
2506,Snoball Cupcakes,"cake,sugar,flour,dutch-processed",cupcakes
2507,Rolo Cupcakes,"egg,sweetener,flour,vanilla",cupcakes
2508,Adorable Peeps Cupcakes,"cake,cake,egg,oil,butter,food",cupcakes
2509,Favorite Vanilla Cupcakes,"sugar,beans,cake,baking,baking,salt,butter,egg,greek",cupcakes
2510,Snickerdoodle Cupcakes,"flour,baking,baking,salt,butter,sugar,butter,vanilla,egg,sugar,cinnamon,cheese,sugar",cupcakes
2511,S\u2019more Cupcakes,"cake,chocolate,marshmallow,honey,hershey",cupcakes
2512,Surprise-Inside Spring Cupcakes,"cake,baking,salt,egg,sugar,milk,vanilla,cake,butter,pink",cupcakes
2513,Churro Cupcakes,"cake,butter,flour,salt,sugar,cinnamon",cupcakes
2514,Death By Oreo Cupcakes,oreo\u00ae,cupcakes
